"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"273","Surveyor 6","",0.48328659,"Fri Oct 02 07:37:24 UTC 2015","Fri Oct 02 07:57:37 UTC 2015","C",0,"Simon1","Bikita",1.59090909090909,1.54545454545455,1,1,54,2916,0,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,-0.932275471456516,1.54068774172026,0,2,2,2,0,0,NA,0,-0.407439466729582,0,0,0,0,0,0,0,1,1,0.222222222222222,5,5,5,5,5,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2.83333333333333,4,1,4,4,1,3,4,2,4,2,1,2,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.943009343827866,1.09784831531052,-0.286343066651411,-0.379415956498362,1.22999791671005,1.1148722779043,0.347008565827733,0.482445237987922,0.602058367935004,0.590523782721535,0.754517318112106,0.725680995482587,0.633414703441671,0.0692040477616394,0.979299806530849,0.836276692288985,-0.669421864383371,-0.535079840776472,-0.632117641195336,-0.375509776456598,0.421451660273048,0.0574015176338375,1.38097022586178,-1.38097022586178,-0.638046737530063,-1.23674906768848,-0.913772531545405,-0.324568809249099,-1.44904308632954,-0.571491023153612,-0.953817871994738,0.91474247413321,0.416369976131932,0.835926260234173,0.263494523143832,-0.411466702813934,0.420306999246066,0.505267855639371,1.91666666666667,3.5,3.25,-5,0,0,2.91666666666667,1,1
"274","Surveyor 4","",0.857309658,"Mon Sep 28 13:27:12 UTC 2015","Mon Sep 28 13:55:13 UTC 2015","TP",1,"Kalonga0","Budiriro",NA,1.46666666666667,0,2,33,1089,100,0,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.162815955952181,-0.347863241288371,3,1,0,1,0,0,NA,0,-0.42356589991841,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,4,4,5,4,1.5,2,1,3,1,1,1,2,3,3,3,3,3,2.16666666666667,3,1,3,2,2,2,4,4,4,2,2,2,3,3,2,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0.943009343827866,0.383765866793064,0.47685817474219,1.18261035056259,-1.09887549728719,-1.07236981569681,-0.122041148151279,0.482445237987922,0.602058367935004,0.590523782721535,1.17736415137984,0.725680995482587,0.633414703441671,0.480511124080816,-0.249701942701093,-0.00804112204124021,-0.669421864383371,0.785156319886102,0.880163804196037,-0.375509776456598,0.758827195180316,0.245750247369868,-0.799680634330659,0.799680634330659,-0.638046737530063,-1.23674906768848,-0.496643843821397,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.02351968831121,0.329307290687956,1.01385155623157,-0.341382689058106,-0.347507269653459,-0.411466702813934,-0.156938664954539,0.0203605946516979,1.83333333333333,3.5,2.91666666666667,-2,0,0,3.08333333333333,NA,0
"275","Surveyor 6","",0.281860787,"Fri Oct 02 07:57:44 UTC 2015","Fri Oct 02 08:21:04 UTC 2015","TG",1,"Simon1","Bikita",1.59090909090909,NA,1,1,61,3721,0,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,-0.932275471456516,0.979682923837156,2,2,3,3,0,0,NA,0,-0.362674743797678,1,1,0,0,0,0,0,1,1,0.444444444444444,5,5,5,5,5,5,3.66666666666667,4,2,4,4,4,4,1,1,1,1,1,1,4.16666666666667,4,4,5,4,4,4,4,2,4,2,2,2,5,4,5,4,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0.943009343827866,1.09784831531052,0.47685817474219,-0.379415956498362,-0.322584359288107,1.1148722779043,-0.122041148151279,-0.00456572780430228,0.155054475268644,0.119282858853976,0.331670484844376,0.238850977548776,0.134287074490015,0.0692040477616394,0.979299806530849,0.836276692288985,-0.211013413773019,-0.0950011205556138,-0.128023826064878,0.0220888103797994,0.590139427726682,0.339924612237883,1.38097022586178,-1.38097022586178,0.498363036178398,0.262340711327859,0.754742219350627,0.75732722158123,0.726220968207376,0.855558968126249,0.719025719600523,1.50017765757846,0.416369976131932,1.42458073488031,0.263494523143832,0.200948854862619,0.420306999246066,0.868948301380126,3.91666666666667,3,3.5,-5,-1,0,3.16666666666667,1,1
"276","Surveyor 3","",0.43033235,"Fri Oct 02 06:20:55 UTC 2015","Fri Oct 02 06:56:33 UTC 2015","C",0,"Faye0","Bikita",1.4375,1.4375,0,1,53,2809,40,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,-0.872921799707982,0.241964130010009,3,3,3,3,0,0,NA,0,-0.34870769585025,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,3,3,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.99824000406733,-1.9526095909732,-1.6329610953968,-1.76568083661626,-0.936870014958815,-1.22163907625266,-1.69584756499939,-1.16471718119589,-0.249701942701093,-0.00804112204124021,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.971907656711194,-1.09673824680966,-1.07269086078234,1.38097022586178,-1.38097022586178,0.498363036178398,1.01188560083603,0.337613531626619,0.75732722158123,0.726220968207376,0.855558968126249,0.788727535916992,-0.256127892757299,0.416369976131932,-0.341382689058106,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.222093035842138,4,1.16666666666667,2.75,-5,0,0,1.91666666666667,1,1
"277","Surveyor 3","",0.231303309,"Fri Oct 02 06:57:02 UTC 2015","Fri Oct 02 07:24:58 UTC 2015","TG",1,"Faye0","Bikita",1.4375,NA,0,0,64,4096,30,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,-0.637220252149518,0.802968947893116,3,3,3,0,0,0,NA,0,-0.401293521965543,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,4,4,4,4,2.33333333333333,3,1,2,4,2,2,1,1,1,1,1,1,2.83333333333333,4,2,4,4,1,2,2,1,2,2,2,2,4,2,4,4,4,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.364840554461642,0.480511124080816,0.569632556786869,0.836276692288985,-1.58623876560407,-1.41523728121819,-1.13621145632579,-0.176710483038399,-0.590674944448757,-0.413470306706238,-0.0727970142665137,0.0727970142665137,0.119559778275578,-0.861976622934394,-0.496643843821397,0.75732722158123,-1.08649907724005,-0.571491023153612,-0.396203341462985,-0.256127892757299,-1.37607476416697,-0.341382689058106,0.263494523143832,0.200948854862619,-0.156938664954539,-0.343319851089057,2.58333333333333,2.5,2.66666666666667,-3,1,2,2.5,0,1
"278","Surveyor 3","",0.624326125,"Fri Oct 02 07:25:17 UTC 2015","Fri Oct 02 07:48:24 UTC 2015","TG",1,"Faye1","Bikita",1.54545454545455,NA,1,1,32,1024,160,2,4,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,-0.798061555370346,1.46544965499062,2,1,2,0,0,0,NA,0,-0.430273187618214,0,0,0,0,0,0,0,1,0,0.111111111111111,4,4,4,4,4,4,1.33333333333333,2,1,2,1,1,1,4,4,4,4,4,4,2.16666666666667,4,2,4,1,1,1,3,1,2,2,2,2,3,2,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,0.816058279806745,0.969456203780147,1.04906226060136,1.06176470658909,1.17736415137984,1.2125110134164,1.13254233239333,-1.16471718119589,0.569632556786869,-0.430200029206353,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.574309069874797,-1.26542601426329,-0.978516495914328,-1.5265642543948,1.5265642543948,-0.259243479627243,-0.861976622934394,-0.496643843821397,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.09322150462768,-0.256127892757299,-1.37607476416697,-0.341382689058106,-0.347507269653459,-0.411466702813934,0.420306999246066,-0.464546666335975,1.75,4,2.58333333333333,-1,2,1,2,0,1
"279","Surveyor 3","",0.93078023,"Fri Oct 02 07:49:23 UTC 2015","Fri Oct 02 08:11:39 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,1,51,2601,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.932275471456516,0.241964130010009,3,3,0,0,0,0,NA,0,-0.43062077570798,0,0,0,0,0,0,0,1,0,0.111111111111111,2,2,2,2,2,2,2.83333333333333,4,1,4,2,2,4,1,1,1,1,1,1,3.5,4,1,4,4,4,4,2,2,2,2,2,2,3,5,4,4,4,4,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,1.09784831531052,0.47685817474219,-1.16042911002884,-1.09887549728719,1.1148722779043,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,0.480511124080816,-1.06903644218905,0.414117785123872,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.574309069874797,-0.928050479356025,-0.790167766178298,-0.0727970142665137,0.0727970142665137,0.498363036178398,-1.23674906768848,0.337613531626619,0.0360632010276775,0.00113295002840458,0.855558968126249,0.0917093727522997,-0.841563076202553,1.01385155623157,-0.341382689058106,0.263494523143832,0.200948854862619,0.420306999246066,0.141587409898616,3.16666666666667,1.5,3,-3,2,-2,2.16666666666667,1,1
"280","Surveyor 3","",0.914240335,"Fri Oct 02 08:12:07 UTC 2015","Fri Oct 02 08:46:01 UTC 2015","TP",1,"Faye1","Bikita",NA,1.54545454545455,1,2,23,529,0,2,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.932275471456516,0.166726043280364,2,1,0,0,0,0,NA,0,-0.449824690113172,1,1,0,0,0,0,0,1,1,0.444444444444444,4,4,4,4,4,4,1.33333333333333,1,1,3,1,1,1,1,1,1,1,1,1,3.16666666666667,1,1,5,4,4,4,2,1,2,2,2,2,5,1,3,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,0.453706778710971,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.364840554461642,-1.16471718119589,0.569632556786869,0.414117785123872,-1.58623876560407,0.345077599665244,-0.632117641195336,-0.176710483038399,-0.590674944448757,-0.413470306706238,-0.0727970142665137,0.0727970142665137,-1.77445651123852,-1.23674906768848,0.337613531626619,-0.324568809249099,-0.361411059061081,-0.214728525333647,-0.675010606728861,0.329307290687956,-1.9735563442666,-0.930037163704245,-0.347507269653459,0.200948854862619,-0.156938664954539,-0.585773481582893,2.25,2.5,2.5,-3,0,2,2.5,1,1
"281","Surveyor 3","",0.757583693,"Fri Oct 02 09:02:07 UTC 2015","Fri Oct 02 09:14:54 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,1,60,3600,15,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,-0.771434168235688,0.904444837107511,2,3,3,0,0,0,NA,0,-0.410023703455207,0,0,0,0,0,0,0,1,1,0.222222222222222,2,2,2,2,2,3,2.83333333333333,4,1,4,2,2,4,1,1,1,2,2,2,3.66666666666667,4,2,4,4,4,4,2,2,2,2,2,2,4,3,4,3,3,4,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-0.330316581724392,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-0.823198988881142,-0.514023181691085,-0.247979040385035,-1.03034405973052,0.480511124080816,-1.06903644218905,0.414117785123872,0.247395036837333,0.345077599665244,0.376069989065579,0.419687397216197,-0.0846116420878544,0.151575882501853,1.38097022586178,-1.38097022586178,0.498363036178398,-0.861976622934394,0.337613531626619,0.0360632010276775,0.00113295002840458,0.855558968126249,0.161411189068769,-0.256127892757299,-0.181111603967701,-0.341382689058106,-0.347507269653459,-0.411466702813934,0.420306999246066,-0.222093035842138,3.25,1.83333333333333,2.75,-5,-1,-1,3,0,1
"282","Surveyor 3","",0.322856555,"Fri Oct 02 09:15:48 UTC 2015","Fri Oct 02 09:43:17 UTC 2015","C",0,"Faye0","Bikita",1.4375,1.4375,0,1,37,1369,10,2,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,-0.637220252149518,-0.61255632711391,3,3,3,0,0,0,NA,0,-0.401293521965543,1,0,0,0,0,0,0,1,1,0.333333333333333,5,5,5,5,5,5,3.66666666666667,4,4,5,3,3,3,4,4,4,4,4,4,4.5,5,5,5,4,4,4,2,1,3,2,2,2,4,2,4,4,4,4,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,1.28510799378576,1.45646716957237,1.49606615326772,1.53300563045665,1.60021098464757,1.69934103135021,1.63166996134498,0.480511124080816,-1.06903644218905,-0.00804112204124021,-1.58623876560407,-1.41523728121819,0.880163804196037,-0.176710483038399,-0.928050479356025,-0.601819036442267,-0.799680634330659,0.799680634330659,0.877166294081218,1.38665804559011,1.17187090707464,0.396695211304454,0.36367695911789,0.498796470306284,0.858429352233461,-0.256127892757299,-1.37607476416697,0.247271785588033,0.263494523143832,0.200948854862619,0.420306999246066,-0.10086622059522,4.08333333333333,4.5,2.83333333333333,-2,0,0,2.33333333333333,1,1
"283","Surveyor 3","",0.999146252,"Fri Oct 02 09:43:44 UTC 2015","Fri Oct 02 10:18:53 UTC 2015","TG",1,"Faye1","Bikita",1.54545454545455,NA,1,1,62,3844,10,1,2,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,-0.799672536932396,1.39021156826097,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,1.66666666666667,2,1,2,2,2,1,1,1,1,1,1,1,2.83333333333333,5,2,2,3,3,2,2,1,2,2,2,1,4,2,4,4,4,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943009343827866,0.383765866793064,1.24005941613579,-1.16042911002884,-0.322584359288107,0.385791580037266,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-0.734809058318846,-1.27990787420635,0.480511124080816,-1.06903644218905,0.836276692288985,0.247395036837333,-0.535079840776472,-0.632117641195336,0.0220888103797994,-0.253299409541488,-0.130947212102192,-1.5265642543948,1.5265642543948,0.119559778275578,-0.861976622934394,-1.33090121926941,-0.324568809249099,-0.361411059061081,-0.928253520973577,-0.675010606728861,-0.256127892757299,-1.37607476416697,-0.341382689058106,0.263494523143832,0.200948854862619,-1.31142999335575,-0.585773481582893,2.25,1.58333333333333,2.5,-1,4,4,2.75,0,1
"284","Surveyor 3","",0.396328823,"Fri Oct 02 10:18:59 UTC 2015","Fri Oct 02 10:50:25 UTC 2015","TP",1,"Faye0","Bikita",NA,1.4375,0,2,25,625,15,2,3,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,-0.706006949547332,0.241964130010009,2,3,0,0,0,0,NA,0,-0.439350957197644,1,0,0,0,0,1,0,1,1,0.444444444444444,4,4,4,4,4,5,1.33333333333333,2,2,1,1,1,1,1,1,1,1,2,2,2.33333333333333,4,3,1,2,2,2,1,1,2,2,2,1,2,1,4,4,4,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.943009343827866,-0.330316581724392,0.47685817474219,-1.16042911002884,-1.09887549728719,1.1148722779043,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,0.331670484844376,0.725680995482587,-0.115276739985814,-0.753410104876714,0.569632556786869,0.836276692288985,0.247395036837333,-0.535079840776472,-0.632117641195336,0.220888103797999,-0.253299409541488,-0.0367728472341772,0.654086605797631,-0.654086605797631,-0.259243479627243,-0.112431733426225,-2.16515859471743,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.02351968831121,-2.01243344309306,-1.9735563442666,-0.341382689058106,0.263494523143832,0.200948854862619,-1.31142999335575,-1.07068074257057,1.83333333333333,2.75,2.16666666666667,-4,-1,-1,2.83333333333333,1,1
"285","Surveyor 3","",0.889106912,"Fri Oct 02 10:51:05 UTC 2015","Fri Oct 02 11:15:53 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,1,19,361,75,3,3,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,-1.03215212136676,1.39021156826097,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1.83333333333333,2,1,2,2,2,2,2,1,2,2,2,2,3,1,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-0.330316581724392,-0.286343066651411,0.401597197032113,1.22999791671005,-0.34328911782977,-1.0601405761093,-0.978587659388752,-0.291949417397717,-0.823198988881142,-0.0911763484233544,-0.247979040385035,-0.61440436893747,1.30312527671917,-1.06903644218905,0.414117785123872,-0.669421864383371,-0.535079840776472,-0.632117641195336,0.0220888103797994,-0.421987176995123,-0.225121576970208,-0.799680634330659,0.799680634330659,-1.3956532533357,-1.23674906768848,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.37202876989355,-0.841563076202553,-1.9735563442666,-0.930037163704245,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.949453927323648,1.41666666666667,2.25,2.25,-2,0,2,2.66666666666667,0,1
"286","Surveyor 3","",0.241467952,"Fri Oct 02 11:16:49 UTC 2015","Fri Oct 02 11:43:23 UTC 2015","TP",1,"Faye1","Bikita",NA,1.54545454545455,1,1,55,3025,15,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,-0.621612555434593,1.02609845715153,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,1,0,0.111111111111111,5,5,5,5,5,5,1.16666666666667,1,1,2,1,1,1,4,4,4,4,4,4,2.16666666666667,2,2,3,2,2,2,2,1,2,2,2,2,3,2,3,3,3,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.943009343827866,-0.330316581724392,0.47685817474219,-1.16042911002884,-0.322584359288107,-0.34328911782977,1.28510799378576,1.45646716957237,1.49606615326772,1.53300563045665,1.60021098464757,1.69934103135021,1.63166996134498,-0.342103028557537,-1.06903644218905,-1.27451784353658,0.247395036837333,2.10539248054868,-0.632117641195336,0.0220888103797994,-0.421987176995123,-0.225121576970208,-1.5265642543948,1.5265642543948,-1.3956532533357,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.16292332094415,-0.841563076202553,-1.37607476416697,-0.930037163704245,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.828227112076729,1.66666666666667,4.5,2.33333333333333,-1,0,0,2.66666666666667,0,1
